"",participant,day,iteration,A,W,ID,IDe(2d),Duration
2214,1,2,3,1408,96,3.9696,3.8682,1.274
2215,1,2,3,1408,96,3.9696,3.8682,1.672
2216,1,2,3,1408,96,3.9696,3.8682,1.238
2217,1,2,3,1408,96,3.9696,3.8682,1.111
2218,1,2,3,1408,96,3.9696,3.8682,1.256
2219,1,2,3,1408,96,3.9696,3.8682,1.066
2220,1,2,3,512,64,3.1699,3.1327,0.914
2221,1,2,3,512,64,3.1699,3.1327,0.931
2222,1,2,3,512,64,3.1699,3.1327,1.898
2223,1,2,3,512,64,3.1699,3.1327,1.003
2224,1,2,3,512,64,3.1699,3.1327,0.768
2225,1,2,3,512,64,3.1699,3.1327,0.966
2226,1,2,3,512,64,3.1699,3.1327,0.759
2227,1,2,3,512,64,3.1699,3.1327,0.976
2228,1,2,3,512,64,3.1699,3.1327,0.867
2229,1,2,3,512,64,3.1699,3.1327,0.867
2230,1,2,3,512,64,3.1699,3.1327,1.083
2231,1,2,3,512,64,3.1699,3.1327,1.472
2232,1,2,3,512,64,3.1699,3.1327,1.5
2233,1,2,3,512,64,3.1699,3.1327,0.8
2234,1,2,3,512,64,3.1699,3.1327,2.131
2235,1,2,3,512,64,3.1699,3.1327,0.976
2236,1,2,3,512,64,3.1699,3.1327,0.795
2237,1,2,3,512,64,3.1699,3.1327,1.148
2238,1,2,3,512,64,3.1699,3.1327,0.778
2239,1,2,3,512,64,3.1699,3.1327,1.428
2240,1,2,3,512,128,2.3219,2.436,0.659
2241,1,2,3,512,128,2.3219,2.436,0.615
2242,1,2,3,512,128,2.3219,2.436,0.614
2243,1,2,3,512,128,2.3219,2.436,0.551
2244,1,2,3,512,128,2.3219,2.436,1.788
2245,1,2,3,512,128,2.3219,2.436,0.624
2246,1,2,3,512,128,2.3219,2.436,0.643
2247,1,2,3,512,128,2.3219,2.436,0.751
2248,1,2,3,512,128,2.3219,2.436,0.614
2249,1,2,3,512,128,2.3219,2.436,0.624
2250,1,2,3,512,128,2.3219,2.436,0.849
2251,1,2,3,512,128,2.3219,2.436,0.795
2252,1,2,3,512,128,2.3219,2.436,0.713
2253,1,2,3,512,128,2.3219,2.436,0.858
2254,1,2,3,512,128,2.3219,2.436,1.11
2255,1,2,3,512,128,2.3219,2.436,0.651
2256,1,2,3,512,128,2.3219,2.436,0.741
2257,1,2,3,512,128,2.3219,2.436,0.615
2258,1,2,3,512,128,2.3219,2.436,0.822
2259,1,2,3,512,128,2.3219,2.436,0.57
2260,1,2,3,512,96,2.663,2.5576,0.732
2261,1,2,3,512,96,2.663,2.5576,0.85
2262,1,2,3,512,96,2.663,2.5576,0.66
2263,1,2,3,512,96,2.663,2.5576,0.978
2264,1,2,3,512,96,2.663,2.5576,0.723
2265,1,2,3,512,96,2.663,2.5576,0.66
2266,1,2,3,512,96,2.663,2.5576,0.687
2267,1,2,3,512,96,2.663,2.5576,0.741
2268,1,2,3,512,96,2.663,2.5576,0.675
2269,1,2,3,512,96,2.663,2.5576,0.678
2270,1,2,3,512,96,2.663,2.5576,0.723
2271,1,2,3,512,96,2.663,2.5576,1.075
2272,1,2,3,512,96,2.663,2.5576,0.668
2273,1,2,3,512,96,2.663,2.5576,1.066
2274,1,2,3,512,96,2.663,2.5576,0.605
2275,1,2,3,512,96,2.663,2.5576,0.778
2276,1,2,3,512,96,2.663,2.5576,0.822
2277,1,2,3,512,96,2.663,2.5576,1.707
2278,1,2,3,512,96,2.663,2.5576,1.013
2279,1,2,3,512,96,2.663,2.5576,1.084
2280,1,2,3,1024,64,4.0875,3.9835,1.147
2281,1,2,3,1024,64,4.0875,3.9835,7.908
2282,1,2,3,1024,64,4.0875,3.9835,1.373
2283,1,2,3,1024,64,4.0875,3.9835,1.119
2284,1,2,3,1024,64,4.0875,3.9835,1.147
2285,1,2,3,1024,64,4.0875,3.9835,1.022
2286,1,2,3,1024,64,4.0875,3.9835,0.895
2287,1,2,3,1024,64,4.0875,3.9835,2.06
2288,1,2,3,1024,64,4.0875,3.9835,1.156
2289,1,2,3,1024,64,4.0875,3.9835,1.247
2290,1,2,3,1024,64,4.0875,3.9835,1.265
2291,1,2,3,1024,64,4.0875,3.9835,1.916
2292,1,2,3,1024,64,4.0875,3.9835,1.086
2293,1,2,3,1024,64,4.0875,3.9835,1.916
2294,1,2,3,1024,64,4.0875,3.9835,0.948
2295,1,2,3,1024,64,4.0875,3.9835,0.931
2296,1,2,3,1024,64,4.0875,3.9835,1.51
2297,1,2,3,1024,64,4.0875,3.9835,1.419
2298,1,2,3,1024,64,4.0875,3.9835,1.238
2299,1,2,3,1024,64,4.0875,3.9835,1.129
2300,1,2,3,1024,128,3.1699,3.0876,0.651
2301,1,2,3,1024,128,3.1699,3.0876,0.759
2302,1,2,3,1024,128,3.1699,3.0876,0.784
2303,1,2,3,1024,128,3.1699,3.0876,0.921
2304,1,2,3,1024,128,3.1699,3.0876,1.238
2305,1,2,3,1024,128,3.1699,3.0876,1.916
2306,1,2,3,1024,128,3.1699,3.0876,0.959
2307,1,2,3,1024,128,3.1699,3.0876,0.795
2308,1,2,3,1024,128,3.1699,3.0876,0.866
2309,1,2,3,1024,128,3.1699,3.0876,0.804
2310,1,2,3,1024,128,3.1699,3.0876,0.805
2311,1,2,3,1024,128,3.1699,3.0876,1.003
2312,1,2,3,1024,128,3.1699,3.0876,0.732
2313,1,2,3,1024,128,3.1699,3.0876,0.822
2314,1,2,3,1024,128,3.1699,3.0876,0.768
2315,1,2,3,1024,128,3.1699,3.0876,0.759
2316,1,2,3,1024,128,3.1699,3.0876,0.893
2317,1,2,3,1024,128,3.1699,3.0876,1.012
2318,1,2,3,1024,128,3.1699,3.0876,1.031
2319,1,2,3,1024,128,3.1699,3.0876,0.767
2320,1,2,3,1024,96,3.5443,3.5107,1.5
2321,1,2,3,1024,96,3.5443,3.5107,4.473
2322,1,2,3,1024,96,3.5443,3.5107,1.283
2323,1,2,3,1024,96,3.5443,3.5107,0.859
2324,1,2,3,1024,96,3.5443,3.5107,0.975
2325,1,2,3,1024,96,3.5443,3.5107,1.781
2326,1,2,3,1024,96,3.5443,3.5107,1.211
2327,1,2,3,1024,96,3.5443,3.5107,1.157
2328,1,2,3,1024,96,3.5443,3.5107,1.093
2329,1,2,3,1024,96,3.5443,3.5107,1.023
2330,1,2,3,1024,96,3.5443,3.5107,1.871
2331,1,2,3,1024,96,3.5443,3.5107,1.111
2332,1,2,3,1024,96,3.5443,3.5107,0.849
2333,1,2,3,1024,96,3.5443,3.5107,0.895
2334,1,2,3,1024,96,3.5443,3.5107,0.876
2335,1,2,3,1024,96,3.5443,3.5107,1.192
2336,1,2,3,1024,96,3.5443,3.5107,1.003
2337,1,2,3,1024,96,3.5443,3.5107,1.942
2338,1,2,3,1024,96,3.5443,3.5107,1.392
2339,1,2,3,1024,96,3.5443,3.5107,1.389
2340,1,2,3,256,64,2.3219,2.133,0.776
2341,1,2,3,256,64,2.3219,2.133,0.849
2342,1,2,3,256,64,2.3219,2.133,0.65
2343,1,2,3,256,64,2.3219,2.133,0.705
2344,1,2,3,256,64,2.3219,2.133,0.721
2345,1,2,3,256,64,2.3219,2.133,1.825
2346,1,2,3,256,64,2.3219,2.133,0.777
2347,1,2,3,256,64,2.3219,2.133,0.696
2348,1,2,3,256,64,2.3219,2.133,0.786
2349,1,2,3,256,64,2.3219,2.133,0.668
2350,1,2,3,256,64,2.3219,2.133,0.96
2351,1,2,3,256,64,2.3219,2.133,0.704
2352,1,2,3,256,64,2.3219,2.133,0.551
2353,1,2,3,256,64,2.3219,2.133,0.985
2354,1,2,3,256,64,2.3219,2.133,0.813
2355,1,2,3,256,64,2.3219,2.133,0.641
2356,1,2,3,256,64,2.3219,2.133,0.605
2357,1,2,3,256,64,2.3219,2.133,0.669
2358,1,2,3,256,64,2.3219,2.133,1.094
2359,1,2,3,256,64,2.3219,2.133,0.66
2360,1,2,3,256,128,1.585,1.5883,0.579
2361,1,2,3,256,128,1.585,1.5883,0.551
2362,1,2,3,256,128,1.585,1.5883,0.496
2363,1,2,3,256,128,1.585,1.5883,0.579
2364,1,2,3,256,128,1.585,1.5883,0.415
2365,1,2,3,256,128,1.585,1.5883,0.633
2366,1,2,3,256,128,1.585,1.5883,0.46
2367,1,2,3,256,128,1.585,1.5883,0.46
2368,1,2,3,256,128,1.585,1.5883,0.507
2369,1,2,3,256,128,1.585,1.5883,0.506
2370,1,2,3,256,128,1.585,1.5883,0.614
2371,1,2,3,256,128,1.585,1.5883,0.46
2372,1,2,3,256,128,1.585,1.5883,0.525
2373,1,2,3,256,128,1.585,1.5883,0.488
2374,1,2,3,256,128,1.585,1.5883,0.633
2375,1,2,3,256,128,1.585,1.5883,0.442
2376,1,2,3,256,128,1.585,1.5883,0.658
2377,1,2,3,256,128,1.585,1.5883,0.415
2378,1,2,3,256,128,1.585,1.5883,0.616
2379,1,2,3,256,128,1.585,1.5883,0.424
2380,1,2,3,256,96,1.8745,1.9139,0.677
2381,1,2,3,256,96,1.8745,1.9139,0.597
2382,1,2,3,256,96,1.8745,1.9139,0.524
2383,1,2,3,256,96,1.8745,1.9139,0.577
2384,1,2,3,256,96,1.8745,1.9139,0.506
2385,1,2,3,256,96,1.8745,1.9139,0.621
2386,1,2,3,256,96,1.8745,1.9139,0.514
2387,1,2,3,256,96,1.8745,1.9139,0.56
2388,1,2,3,256,96,1.8745,1.9139,0.56
2389,1,2,3,256,96,1.8745,1.9139,0.489
2390,1,2,3,256,96,1.8745,1.9139,0.516
2391,1,2,3,256,96,1.8745,1.9139,0.614
2392,1,2,3,256,96,1.8745,1.9139,0.488
2393,1,2,3,256,96,1.8745,1.9139,0.687
2394,1,2,3,256,96,1.8745,1.9139,0.704
2395,1,2,3,256,96,1.8745,1.9139,1.364
2396,1,2,3,256,96,1.8745,1.9139,0.597
2397,1,2,3,256,96,1.8745,1.9139,0.524
2398,1,2,3,256,96,1.8745,1.9139,0.877
2399,1,2,3,256,96,1.8745,1.9139,0.506
